402.905,0.000248605
403.046,0.00248605
403.186,0.00262418
403.327,0.0027899
403.468,0.00287278
403.608,0.00281752
403.749,0.00226507
403.889,0.00179548
404.03,0.000994421
404.17,0.000552456
404.311,0.00030385
404.451,0.000220983
404.591,-2.76228e-05
404.732,-8.28684e-05
404.872,0.000138114
405.012,0.000165737
405.153,2.76228e-05
405.293,8.28684e-05
405.433,0.000138114
405.574,0.00030385
405.714,0.000441966
405.854,0.000497211
405.994,0.000773439
406.135,0.000635326
406.275,0.000856306
406.415,0.00124303
406.555,0.00196122
406.695,0.00212696
406.835,0.00317663
406.976,0.00317663
407.116,0.0037567
407.256,0.00370146
407.396,0.00408817
407.536,0.00403293
407.676,0.00411581
407.816,0.00378432
407.956,0.00392245
408.096,0.0027899
408.236,0.00336999
408.376,0.00309374
408.516,0.00350809
408.655,0.00381194
408.795,0.00433677
408.935,0.00464064
409.075,0.00480636
409.215,0.00480636
409.355,0.00530357
409.494,0.00516547
409.634,0.00560744
409.774,0.00508259
409.914,0.00494449
410.053,0.00494449
410.193,0.00461302
410.333,0.00441966
410.472,0.00469588
410.612,0.00480636
410.752,0.00486163
410.891,0.00430915
411.031,0.0047235
411.17,0.00455776
411.31,0.00475112
411.45,0.00455776
411.589,0.00491687
411.729,0.00480636
411.868,0.00502735
412.007,0.00466826
412.147,0.00508259
412.286,0.00499973
412.426,0.00533119
412.565,0.00494449
412.705,0.00530357
412.844,0.00513785
412.983,0.00508259
413.123,0.00425391
413.262,0.00464064
413.401,0.00439204
413.54,0.00444728
413.68,0.00381194
413.819,0.00397769
413.958,0.00381194
414.097,0.00397769
414.237,0.00389483
414.376,0.00444728
414.515,0.00425391
414.654,0.00453014
414.793,0.00441966
414.932,0.00511023
415.071,0.00524833
415.21,0.00571792
415.349,0.00574554
415.488,0.00627037
415.627,0.00610465
415.766,0.00596653
415.905,0.0056903
416.044,0.00555218
416.183,0.00505497
416.322,0.00499973
416.461,0.00483398
416.6,0.00444728
416.739,0.00397769
416.878,0.00419867
417.016,0.00406055
417.155,0.00436442
417.294,0.00430915
417.433,0.00477874
417.572,0.00461302
417.71,0.00458538
417.849,0.00469588
417.988,0.00486163
418.126,0.00491687
418.265,0.00513785
418.404,0.00491687
418.542,0.0054417
418.681,0.00563506
418.82,0.00580078
418.958,0.00552456
419.097,0.00555218
419.235,0.00555218
419.374,0.00549694
419.512,0.00574554
419.651,0.00588367
419.789,0.00566268
419.928,0.00505497
420.066,0.00483398
420.205,0.00519309
420.343,0.00513785
420.481,0.00533119
420.62,0.00502735
420.758,0.00499973
420.896,0.00475112
421.035,0.00497211
421.173,0.00513785
421.311,0.00538646
421.45,0.00494449
421.588,0.00516547
421.726,0.00469588
421.864,0.00511023
422.002,0.00497211
422.141,0.00527595
422.279,0.00519309
422.417,0.0054417
422.555,0.00535884
422.693,0.00585605
422.831,0.00599415
422.969,0.00632561
423.107,0.00607701
423.245,0.00604939
423.383,0.00624275
423.521,0.00662948
423.659,0.00629799
423.797,0.00682282
423.935,0.00668472
424.073,0.00673996
424.211,0.00690571
424.349,0.00723717
424.487,0.00734768
424.625,0.00734768
424.762,0.00707143
424.9,0.00745816
425.038,0.00687809
425.176,0.00690571
425.314,0.00698857
425.451,0.00732003
425.589,0.00698857
425.727,0.00723717
425.864,0.00715431
426.002,0.00718193
426.14,0.00693333
426.277,0.00726479
426.415,0.0075134
426.553,0.00784489
426.69,0.00754102
426.828,0.00842496
426.965,0.00867357
427.103,0.00922602
427.24,0.00964037
427.378,0.0105519
427.515,0.0111596
427.653,0.0116845
427.79,0.0118502
427.928,0.0129827
428.065,0.0129827
428.202,0.0138114
428.34,0.0146677
428.477,0.0156069
428.615,0.016988
428.752,0.0179824
428.889,0.0192531
429.026,0.021021
429.164,0.0222087
429.301,0.0240319
429.438,0.0261863
429.575,0.0287278
429.713,0.0313795
429.85,0.0335893
429.987,0.037208
430.124,0.0406885
430.261,0.0449148
430.398,0.0491411
430.535,0.054776
430.672,0.0603007
430.81,0.0662948
430.947,0.0727586
431.084,0.0801891
431.221,0.0879235
431.358,0.0971219
431.495,0.106403
